         1         2         3         4         5         
12345678901234567890123456789012345678901234567890123456789
-----------------------------------------------------------
LABEL           |RA        |Dec        |Mag |C|PMRA |PMDEC|
-----------------------------------------------------------
Eta2CrA          282.3958333-43.43388888 5.61B9-0.003-0.024
111 Her          281.7554166+18.18138888 4.36A5+0.073+0.116
SAO10600         282.3216666-34.74861111 6.62K1+0.046-0.101
SAO31151         281.2308333+54.89666666 6.23G5+0.007-0.019
SAO61848         282.1887500-18.60138888 6.47G5-0.007-0.004
SAO47779         281.5541666+41.44166666 6.07B6+0.001-0.001
Lam Pav          283.0541666-62.18750000 4.22B2-0.006-0.014
SAO17995         281.0758333+61.04805555 5.99G7-0.005+0.018
SAO23928         282.0112500 +4.24138888 6.21K5-0.002+0.014
SAO61871         282.3979166-19.14222222 6.75A1+0.017+0.010
29 Sgr           282.4170833-20.32472222 5.24K4+0.005+0.036
SAO86451         282.0683333+23.51416666 6.15F8+0.024-0.030
SAO47798         281.7458333+46.31500000 6.52A2-0.002-0.010
SAO67396         281.9895833+31.75694444 6.06B3+0.009-0.002
SAO9222          280.7925000+70.79277777 6.44K2-0.002-0.004
SAO42661         282.4208333 -5.91277777 5.99K2+0.005-0.006
SAO31165         281.6795833+52.98805555 5.88B2+0.010-0.002
SAO23947         282.4045833 +0.83583333 6.25A1-0.001-0.024
SAO04129         282.2225000+19.32861111 5.88A1+0.017-0.021
Kap Tel          283.1650000-52.10750000 5.17G8+0.041-0.103
30 Sgr           282.7104166-22.16222222 6.61A7-0.019-0.033
SAO42674         282.5833333 -7.90750000 6.80C5+0.003+0.003
SAO47815         281.9166666+49.07500000 6.40A1+0.005+0.019
SAO86462         282.3100000+25.04638888 6.59A1+0.003-0.014
SAO29336         283.1129166-46.59527777 5.54M0+0.019-0.003
SAO45783         283.3004166-51.93111111 6.31B4+0.010-0.006
SAO42692         282.7437500 -9.77416666 5.83F2+0.002-0.002
SAO29342         283.2604166-48.36000000 6.19A2-0.003-0.046
SAO47823         282.0670833+48.76750000 6.12A7-0.019+0.050
SAO29343         283.2483333-46.58583333 6.19A1-0.028+0.023
SAO67438         282.4333333+31.62916666 6.64A0-0.003-0.012
SAO04170         282.6900000+10.97638888 6.55K5+0.023+0.009
8Nu 1Lyr         282.4412500+32.81277777 5.91B3+0.006-0.008
8 Aql            282.8420833 -3.31777777 6.10F2 0.000-0.020
9Nu 2Lyr         282.4704166+32.55083333 5.25A3-0.009-0.014
SAO87388         283.1187500-26.65027777 6.29G8+0.013-0.046
SAO87389         283.1541666-29.37944444 6.13K1-0.002-0.040
SAO10663         283.1737500-30.73416666 6.63B8-0.002-0.023
10Bet Lyr        282.5200000+33.36277777 3.45B8+0.003-0.003
Kap Pav          284.2375000-67.23361111 4.44F5-0.010+0.012
SAO29358         283.6345833-49.87861111 6.60A2-0.010-0.012
SAO04196         283.0079166+13.96555555 6.14B8-0.011-0.005
SAO42741         283.2579166 -9.57611111 6.34A7+0.040-0.002
SAO54415         284.2279166-62.80111111 6.48K3 0.000+0.032
SAO86512         282.8995833+28.78361111 6.18K1+0.012+0.008
112 Her          283.0683333+21.42527777 5.48B9-0.006-0.008
33 Sgr           283.5004166-21.35972222 5.69K1+0.008-0.015
SAO67485         282.9020833+36.53861111 6.09B6-0.007-0.022
32Nu 1Sgr        283.5425000-22.74500000 4.83K2+0.010-0.010
SAO9241          281.4445833+74.08555555 5.27K0+0.005+0.077
SAO47874         283.0295833+41.38333333 6.28B9-0.016-0.001
SAO61964         283.6795833-15.60305555 5.10B5-0.008-0.005
35Nu 2Sgr        283.7795833-22.67138888 4.99K3+0.103-0.026
34Sig Sgr        283.8162500-26.29666666 2.02B2+0.013-0.054
SAO29383         284.0704166-42.71055555 5.36K0-0.035-0.026
SAO31217         282.8958333+52.97500000 5.51G9-0.046+0.271
50 Dra           281.5925000+75.43388888 5.35A1-0.015+0.073
47Omi Dra        282.8004166+59.38833333 4.66G9+0.079+0.027
SAO61984         283.8791666-16.37666666 5.79F4-0.025-0.185
Ome Pav          284.6516666-60.20055555 5.14K2-0.126+0.031
SAO87468         284.0025000-23.17361111 5.93B8-0.002-0.009
SAO10734         284.1687500-37.34333333 5.38B8+0.009-0.026
SAO54426         285.0145833-66.65333333 6.01K0+0.003-0.040
11Del1Lyr        283.4316666+36.97166666 5.58B2+0.004-0.002
SAO86558         283.5550000+27.90944444 5.62K4-0.016-0.074
113 Her          283.6870833+22.64500000 4.59G4 0.000+0.001
Lam Tel          284.6154166-52.93861111 4.87A0+0.010-0.011
SAO24050         283.8645833 +6.61527777 5.57K0+0.021-0.087
SAO10754         284.3945833-39.82333333 6.31A3+0.037+0.029
SAO31241         283.3066666+50.70833333 4.92G7+0.005-0.025
SAO47902         283.5595833+41.22555555 7.30F5+0.034+0.017
12Del2Lyr        283.6258333+36.89888888 4.30M4-0.009+0.010
SAO67566         283.7187500+33.96861111 6.02G8-0.008+0.003
63The1Ser        284.0550000 +4.20361111 4.62A5+0.049+0.031
63The2Ser        284.0608333 +4.20194444 4.98A5+0.049+0.026
SAO42825         284.0945833 -1.80000000 6.22B9-0.005-0.022
SAO24073         284.1066666 +2.47111111 6.15G8+0.007-0.011
36Xi 1Sgr        284.3354166-20.65638888 5.08A0-0.001-0.007
SAO47909         283.7175000+41.60277777 5.44K0+0.002-0.002
SAO04271         284.0162500+17.99500000 6.63B9+0.011-0.018
SAO04272         284.0258333+18.10527777 5.69K1-0.041-0.162
Eta Sct          284.2654166 -5.84611111 4.83K2+0.066-0.036
37Xi 2Sgr        284.4325000-21.10666666 3.51K1+0.033-0.012
SAO10773         284.5887500-31.03611111 6.12K3-0.045-0.056
Eps CrA          284.6808333-37.10750000 4.87F2-0.132-0.105
SAO31252         283.4429166+57.48694444 6.22K5+0.018-0.006
SAO47913         283.6962500+48.85972222 5.77F3-0.061-0.118
SAO87517         284.5854166-24.87666666 6.62A0+0.007+0.003
SAO10786         284.7962500-39.53472222 6.49A0+0.009-0.035
13 Lyr           283.8337500+43.94611111 4.04M5+0.023+0.083
64 Ser           284.3191666 +2.53527777 5.57B9-0.005-0.012
SAO87519         284.6025000-22.52944444 6.14A2-0.022+0.017
SAO9256          281.4087500+79.94250000 6.39A8+0.015+0.057
SAO54446         285.8737500-68.75527777 5.88F8-0.015-0.003
SAO67612         284.2566666+32.90138888 5.22F9+0.172-0.157
SAO24112         284.5991666 +6.24027777 6.21F5-0.003-0.104
SAO62050         284.8616666-18.56694444 6.37G3+0.003-0.043
SAO04296         284.5612500+17.36083333 5.38F8-0.003-0.007
SAO62052         284.8491666-12.84055555 5.53B5+0.002-0.018
10 Aql           284.6954166+13.90666666 5.89F0-0.002-0.052
SAO87562         285.1033333-24.94222222 6.36K0+0.055+0.044
SAO10815         285.2633333-37.06083333 6.69B9+0.011-0.020
SAO10816         285.2679166-37.06194444 6.40B8+0.010-0.040
SAO04306         284.6879166+19.79416666 6.50B7+0.004-0.004
11 Aql           284.7737500+13.62250000 5.23F8+0.014-0.123
SAO04313         284.8229166+10.14083333 6.75B2+0.025-0.011
SAO67642         284.5079166+38.26611111 5.89B7+0.001 0.000
48 Dra           284.1875000+57.81500000 5.66K1-0.029-0.062
13Eps Aql        284.9058333+15.06833333 4.02K1-0.051-0.073
SAO29446         285.5362500-41.91000000 6.23A0+0.048+0.002
14Gam Lyr        284.7358333+32.68944444 3.24B9-0.002+0.002
SAO47965         284.6941666+40.67916666 6.22B3+0.008 0.000
52Ups Dra        283.5995833+71.29722222 4.82K0+0.049+0.044
SAO86673         284.9395833+26.23055555 5.27K2+0.088-0.008
SAO87584         285.4075000-22.69555555 6.24K5+0.004 0.000
SAO86675         284.9920833+22.81472222 6.29M3-0.022+0.012
SAO31292         284.3683333+58.22527777 6.46A2+0.014+0.047
SAO67675         284.8012500+39.21777777 6.41B5+0.002+0.012
SAO62097         285.3895833-15.28250000 6.32G6 0.000+0.003
SAO18079         284.1066666+65.25805555 5.63G8-0.028-0.032
Zet CrA          285.7787500-42.09527777 4.75B9+0.061-0.049
NOVA 1899          000000000 +0000000000                   
SAO45899         285.9891666-51.01861111 5.93K0+0.028-0.146
SAO18082         284.3225000+62.39666666 6.45G5+0.006-0.039
15Lam Lyr        285.0037500+32.14555555 4.93K2+0.013+0.013
12 Aql           285.4200000 -5.73888888 4.02K1-0.019-0.033
38Zet Sgr        285.6529166-29.88027777 2.60A2-0.015-0.002
SAO87599         285.6154166-24.84694444 5.65K3-0.022-0.175
SAO31304         284.7483333+50.80944444 6.30G8+0.024+0.018
SAO10859         285.8237500-38.25333333 5.74F0+0.013+0.009
SAO04362         285.2729166+19.30972222 6.39K1+0.018+0.002
SAO9286          283.3883333+75.78750000 6.22A1+0.013+0.024
SAO86704         285.3441666+20.83361111 6.69B2+0.007+0.017
SAO47993         285.0791666+40.68416666 6.65M4+0.002-0.011
SAO86707         285.3225000+26.29138888 5.69B5 0.000-0.011
SAO62130         285.7658333-19.24527777 6.05G6+0.007+0.006
SAO67699         285.2300000+33.80222222 6.01K0+0.007+0.003
SAO62133         285.7791666-19.10333333 6.37F5+0.007-0.015
SAO86714         285.3954166+25.02583333 6.72K2-0.001 0.000
SAO86716         285.4562500+22.26388888 6.40A4+0.021-0.008
SAO24184         285.5900000 +8.37416666 6.30K2+0.026+0.022
14 Aql           285.7270833 -3.69888888 5.42A1+0.023+0.007
SAO31311         285.0570833+50.53361111 5.38B2+0.009+0.005
SAO10883         286.1045833-31.04694444 5.50A0+0.014-0.016
SAO67721         285.4512500+33.62138888 6.39B5-0.003+0.003
Rho Tel          286.5829166-52.34083333 5.16F7+0.030-0.118
SAO24203         285.8841666 +1.81888888 5.83A4+0.006-0.067
16 Lyr           285.3600000+46.93472222 5.01A7+0.020-0.084
SAO04405         285.7191666+19.66111111 6.09K1+0.004-0.001
39Omi Sgr        286.1708333-21.74166666 3.77G9+0.080-0.060
49 Dra           285.1808333+55.65833333 5.48G5-0.016-0.006
SAO24219         286.0445833 +3.33055555 6.73A5+0.007+0.013
SAO42985         286.1008333 -5.68500000 6.90C5+0.020-0.005
SAO54475         287.4695833-68.42472222 5.33G8+0.145-0.052
SAO86753         285.9270833+21.26777777 6.52F2+0.022-0.021
SAO29493         286.7316666-48.29916666 5.97A0+0.016-0.016
SAO18103         284.7191666+69.53111111 6.52A0+0.005+0.004
15 Aql           286.2400000 -4.03138888 5.42K1+0.020-0.027
Gam CrA          286.6045833-37.06333333 4.93F8+0.096-0.274
Gam CrA          286.6045833-37.06333333 4.99F8+0.096-0.274
Sig Oct          317.1925000-88.95638888 5.47F0+0.023+0.005
SAO31337         285.5291666+52.26111111 6.31G8-0.007-0.026
SAO62177         286.4216666-15.66027777 5.97B9+0.003-0.007
SAO43003         286.3275000 -1.51277777 6.53F1-0.003-0.007
SAO10937         286.7187500-37.81027777 6.16G5-0.184-0.352
SAO45937         287.2170833-55.72027777 6.49K1+0.031-0.110
40Tau Sgr        286.7350000-27.67055555 3.32K1-0.053-0.251
17Zet Aql        286.3525000+13.86333333 2.99A0-0.005-0.096
16Lam Aql        286.5620833 -4.88250000 3.44B9-0.017-0.090
SAO67782         286.2412500+31.74444444 5.56M0+0.076-0.067
SAO67781         286.2429166+30.73333333 6.06M2+0.030-0.022
SAO62201         286.7179166-16.22888888 6.03B8+0.021+0.004
SAO87701         286.8787500-28.63694444 6.04K3+0.008-0.010
SAO62204         286.7854166-18.73777777 6.29B8+0.019-0.004
Del CrA          287.0870833-40.49666666 4.59K1+0.037-0.026
SAO24266         286.5925000 +8.23000000 6.09M7+0.006-0.071
SAO86796         286.4462500+29.92166666 6.31M0-0.005-0.009
SAO24282         286.7879166 +0.64166666 6.56B9+0.003+0.009
SAO87718         287.0608333-24.65694444 6.30B9+0.018+0.005
SAO9296          284.4883333+77.05083333 6.54F2-0.039-0.064
18 Aql           286.7441666+11.07138888 5.09B8+0.005-0.026
SAO62229         287.0695833-19.29000000 5.54B2+0.006+0.008
SAO86817         286.6600000+24.25083333 5.77A4+0.055+0.015
51 Dra           286.2300000+53.39666666 5.38A0-0.003+0.025
SAO48071         286.2912500+49.92333333 6.43K3-0.004+0.014
SAO86819         286.6570833+28.62861111 5.55F0+0.076+0.085
Alp CrA          287.3679166-37.90444444 4.11A2+0.084-0.098
SAO10994         287.4154166-39.82805555 6.46K0-0.001-0.049
SAO10996         287.4016666-36.16472222 6.56A0-0.008-0.013
SAO29531         287.4908333-41.89250000 5.88B6+0.010-0.020
SAO48084         286.5708333+41.41388888 6.49B3+0.003-0.002
Bet CrA          287.5070833-39.34083333 4.11K0+0.003-0.038
SAO04511         286.9887500+16.85333333 6.07G5+0.060-0.306
17 Lyr           286.8566666+32.50166666 5.23F0+0.130+0.023
18Iot Lyr        286.8254166+36.10027777 5.28B6+0.001-0.004
SAO86843         287.0150000+21.69888888 6.23F3+0.051+0.074
41Pi Sgr         287.4408333-21.02361111 2.89F2 0.000-0.035
SAO62260         287.4504166-19.80361111 6.13K1+0.020-0.079
19 Aql           287.2495833 +6.07333333 5.22F0-0.006-0.076
SAO04524         287.1675000+16.85138888 6.48F5-0.036-0.104
SAO11017         287.7575000-39.00500000 6.36B7-0.011-0.018
SAO43087         287.4650000 -0.42805555 6.34B5+0.006-0.006
SAO87786         287.8287500-29.50222222 6.30B9+0.033-0.018
SAO45976         288.1920833-50.48638888 6.13G8+0.040-0.044
SAO67879         287.2683333+34.60055555 6.74G1+0.053+0.195
SAO11037         288.0408333-37.58277777 6.57G2+0.010+0.008
Tau Pav          289.1187500-69.19055555 6.27A6 0.000-0.024
SAO31413         287.1075000+52.42555555 5.81K1-0.099-0.059
SAO87816         288.1166666-21.65805555 6.41G8+0.027-0.012
SAO87835         288.3070833-25.90666666 5.80K1-0.002-0.006
SAO54515         289.3000000-66.66138888 5.53A5-0.002-0.021
20 Aql           288.1695833 -7.93944444 5.34B3+0.016-0.006
SAO86912         287.8787500+26.73583333 6.36F5+0.023-0.036
SAO29573         288.6654166-45.19333333 5.92G8+0.059-0.036
SAO62326         288.3145833-12.28250000 5.51K4+0.012-0.027
19 Lyr           287.9416666+31.28333333 5.98B9-0.002-0.003
SAO48168         287.8462500+40.42916666 6.18A3 0.000-0.023
SAO04602         288.1433333+16.84638888 6.73B9-0.006-0.015
SAO86930         288.1529166+21.55444444 5.93A2+0.005-0.002
21 Aql           288.4279166 +2.29361111 5.15B8+0.009-0.003
SAO24410         288.4337500 +5.51583333 6.49A2+0.016-0.006
SAO29584         289.0904166-45.46638888 5.40K3-0.003+0.002
55 Dra           287.4408333+65.97861111 6.25A0+0.001+0.030
SAO87883         288.8883333-24.17916666 6.25F9+0.116-0.095
42Psi Sgr        288.8850000-25.25666666 4.85G8+0.045-0.025
SAO48192         288.0191666+49.85416666 6.75G4-0.190+0.637
SAO48193         288.0208333+49.85611111 6.57G4-0.210+0.635
53 Dra           287.9187500+56.85916666 5.12G8+0.039+0.048
SAO11117         289.1366666-33.52166666 6.25G0+0.012+0.024
SAO46017         289.5391666-53.38666666 6.38F7-0.013-0.065
20Eta Lyr        288.4395833+39.14611111 4.39B2+0.004+0.002
SAO86981         288.7608333+20.20333333 6.00G8-0.012 0.000
SAO04655         288.8337500+15.08361111 5.57G8+0.002-0.011
1 Sge            288.8225000+21.23222222 5.64A4+0.039+0.012
SAO68040         288.8533333+30.52638888 5.85M0+0.029-0.023
22 Aql           289.1291666 +4.83472222 5.59A3+0.015-0.016
43 Sgr           289.4087500-18.95305555 4.96G8-0.012-0.014
SAO87005         288.9875000+27.45555555 6.54B8+0.007-0.018
1 Vul            289.0541666+21.39027777 4.77B4 0.000-0.009
SAO04668         289.1116666+14.54472222 5.63B9+0.010+0.009
SAO87008         288.9975000+27.92694444 6.16F6+0.001+0.022
54 Dra           288.4800000+57.70500000 4.99K2-0.010-0.070
57Del Dra        288.1387500+67.66166666 3.07G9+0.094+0.093
SAO48247         288.8304166+50.07083333 6.27G8+0.005-0.003
59 Dra           287.2908333+76.56055555 5.13A9+0.047-0.123
SAO24478         289.4508333 +2.03166666 6.19A1-0.004-0.030
21The Lyr        289.0920833+38.13361111 4.36K0-0.001+0.004
25Ome1Aql        289.4541666+11.59527777 5.28F0+0.003+0.013
SAO11175         289.9166666-35.42138888 5.59B3+0.007-0.013
SAO62462         289.7504166-15.53638888 6.06K3-0.091-0.267
2 Vul            289.4316666+23.02555555 5.43B0+0.001-0.005
23 Aql           289.6354166 +1.08527777 5.10K2+0.010+0.019
SAO54551         291.0225000-68.37111111 6.34K2-0.026-0.003
24 Aql           289.7120833 +0.33916666 6.41K0+0.012+0.012
SAO48278         289.2141666+46.99916666 6.00F6-0.008+0.295
SAO11191         290.1091666-31.81777777 6.58M0-0.004+0.004
SAO68095         289.5033333+31.02222222 6.68A3-0.004+0.020
SAO24497         289.7195833 +9.61805555 6.32G9+0.003-0.039
SAO04711         289.7020833+19.61055555 6.58B8+0.022+0.002
SAO87992         290.1587500-22.40250000 5.58F0-0.015+0.035
1Kap Cyg         289.2758333+53.36861111 3.77G9+0.059+0.125
Eta Tel          290.7129166-54.42361111 5.05A0+0.015-0.072
SAO11206         290.3745833-34.98388888 6.48G5+0.106-0.099
28 Aql           289.9137500+12.37472222 5.53F0+0.008+0.021
29Ome2Aql        289.9708333+11.53500000 6.02A2+0.042+0.026
26 Aql           290.1370833 -5.41583333 5.01G8+0.116+0.048
SAO29643         290.5400000-42.01611111 6.34K1-0.050-0.034
SAO68125         289.7658333+33.38888888 6.60B2-0.010-0.033
27 Aql           290.1487500 -0.89222222 5.49B9+0.006+0.006
Bet1Sgr          290.6595833-44.45888888 4.01B9+0.009-0.020
SAO68129         289.7550000+37.44527777 6.22A0+0.014+0.017
SAO62511         290.4045833-19.23416666 6.26B5+0.007-0.001
44Rho1Sgr        290.4183333-17.84722222 3.93F0-0.024+0.024
SAO48315         289.6570833+49.56972222 6.31K1+0.010+0.054
46Ups Sgr        290.4316666-15.95500000 4.61B2+0.002-0.006
Bet2Sgr          290.8050000-44.79972222 4.29F2+0.097-0.054
45Rho2Sgr        290.4620833-18.30833333 5.87G9+0.102-0.092
SAO68144         289.9120833+37.33055555 6.31G8-0.066-0.187
SAO68164         290.1379166+35.18611111 6.31B9+0.014+0.006
SAO43321         290.5862500 -8.20111111 6.31B3-0.013-0.024
Alp Sgr          290.9716666-40.61611111 3.97B8+0.030-0.123
SAO43324         290.5895833 -0.25250000 5.83G8+0.061-0.025
SAO29660         291.0891666-43.72305555 6.17M1+0.024-0.037
SAO31574         289.9020833+54.37611111 6.26A1+0.018-0.025
60Tau Dra        288.8875000+73.35555555 4.45K2-0.140+0.107
SAO43340         290.7691666 -7.40027777 6.32K0+0.042-0.007
SAO24564         290.7016666 +9.91305555 6.35F6+0.011+0.109
SAO88079         291.1254166-27.86555555 6.04B2+0.004-0.001
SAO31587         290.0670833+57.64527777 5.91M1+0.023+0.011
SAO04779         290.7841666+14.92111111 6.64F1-0.027-0.009
3 Vul            290.7120833+26.26250000 5.18B6-0.001-0.010
SAO68215         290.6391666+33.51805555 6.06K0+0.008-0.033
SAO88093         291.2670833-29.30916666 5.93K3+0.002-0.051
SAO18287         289.9420833+64.39083333 6.52B9-0.002+0.010
47Chi1Sgr        291.3187500-24.50861111 5.03Am+0.056-0.054
49Chi3Sgr        291.3737500-23.96222222 5.43K4-0.014-0.005
SAO87148         290.9454166+20.26444444 6.40B9-0.007+0.008
SAO31604         290.3558333+57.76694444 6.43K2+0.021+0.042
SAO43373         291.2566666 -4.88416666 6.52A9+0.054+0.015
SAO62595         291.3400000-13.89694444 5.69K3+0.057+0.066
SAO68239         290.8916666+33.22222222 6.37G8+0.085+0.168
2 Sge            291.0920833+16.93777777 6.25A2-0.003-0.011
SAO46110         291.9504166-54.32527777 5.69K4-0.006+0.009
58Pi Dra         290.1670833+65.71472222 4.59A2+0.012+0.045
2 Cyg            291.0316666+29.62138888 4.97B3+0.013+0.013
31 Aql           291.2425000+11.94444444 5.16G8+0.722+0.643
SAO87165         291.0933333+28.08777777 6.53B5-0.021+0.003
50 Sgr           291.5800000-21.77666666 5.59K3+0.040-0.005
SAO68258         291.0254166+36.45194444 6.36K1+0.010+0.077
30Del Aql        291.3745833 +3.11472222 3.36F3+0.257+0.082
SAO62609         291.5462500-15.05305555 5.72B8+0.023+0.010
SAO62615         291.6025000-14.55111111 6.70A1+0.039-0.006
SAO88127         291.7354166-29.74333333 5.67B9+0.018-0.048
SAO31623         290.8491666+50.27138888 6.51B9 0.000+0.012
SAO48401         290.9854166+43.38805555 5.84G7+0.017-0.025
SAO54590         292.7954166-68.43388888 5.96K4+0.013-0.019
SAO87186         291.3433333+20.27138888 6.31A0-0.007-0.027
4 Vul            291.3691666+19.79861111 5.16K0+0.095-0.063
SAO87190         291.3575000+24.91277777 6.19F7-0.175-0.630
32Nu Aql         291.6295833 +0.33861111 4.66F2 0.000+0.001
SAO46125         292.4691666-55.44138888 6.13K0+0.023-0.057
